water_level,volume_mcm
3.60,11.43131258
3.61,11.49969267
3.62,11.56813377
3.63,11.63663586
3.64,11.70519896
3.65,11.77382306
3.66,11.84250816
3.67,11.91125426
3.68,11.98006136
3.69,12.04892946
3.70,12.11785857
3.71,12.18684867
3.72,12.25589977
3.73,12.32501188
3.74,12.39418498
3.75,12.46341909
3.76,12.5327142
3.77,12.6020703
3.78,12.67148741
3.79,12.74096552
3.80,12.81050463
3.81,12.88010474
3.82,12.94976586
3.83,13.01948797
3.84,13.08927108
3.85,13.1591152
3.86,13.22902031
3.87,13.29898643
3.88,13.36901355
3.89,13.43910166
3.90,13.50925078
3.91,13.5794609
3.92,13.64973202
3.93,13.72006414
3.94,13.79045726
3.95,13.86091138
3.96,13.93142651
3.97,14.00200263
3.98,14.07263975
3.99,14.14333788
4.00,14.21409701
4.01,14.28491713
4.02,14.35579826
4.03,14.42674039
4.04,14.49774352
4.05,14.56880765
4.06,14.63993278
4.07,14.71111891
4.08,14.78236604
4.09,14.85367418
4.10,14.92504331
4.11,14.99647345
4.12,15.06796458
4.13,15.13951672
4.14,15.21112985
4.15,15.28280399
4.16,15.35453913
4.17,15.42633527
4.18,15.49819241
4.19,15.57011055
4.20,15.64208969
4.21,15.71412984
4.22,15.78623098
4.23,15.85839312
4.24,15.93061627
4.25,16.00290041
4.26,16.07524556
4.27,16.14765171
4.28,16.22011886
4.29,16.292647
4.30,16.36523615
4.31,16.4378863
4.32,16.51059746
4.33,16.58336961
4.34,16.65620276
4.35,16.72909691
4.36,16.80205207
4.37,16.87506822
4.38,16.94814538
4.39,17.02128354
4.40,17.09448269
4.41,17.16774285
4.42,17.24106401
4.43,17.31444617
4.44,17.38788933
4.45,17.46139349
4.46,17.53495865
4.47,17.60858482
4.48,17.68227198
4.49,17.75602015
4.50,17.82982931
4.51,17.90369948
4.52,17.97763064
4.53,18.05162281
4.54,18.12567598
4.55,18.19979015
4.56,18.27396532
4.57,18.34820149
4.58,18.42249866
4.59,18.49685683
4.60,18.57127601
4.61,18.64575618
4.62,18.72029736
4.63,18.79489953
4.64,18.86956271
4.65,18.94428688
4.66,19.01907206
4.67,19.09391824
4.68,19.16882542
4.69,19.2437936
4.70,19.31882278
4.71,19.39391296
4.72,19.46906415
4.73,19.54427633
4.74,19.61954951
4.75,19.6948837
4.76,19.77027888
4.77,19.84573507
4.78,19.92125226
4.79,19.99683045
4.80,20.07246964
4.81,20.14816982
4.82,20.22393102
4.83,20.29975321
4.84,20.3756364
4.85,20.45158059
4.86,20.52758578
4.87,20.60365198
4.88,20.67977917
4.89,20.75596737
4.90,20.83221657
4.91,20.90852676
4.92,20.98489796
4.93,21.06133016
4.94,21.13782336
4.95,21.21437756
4.96,21.29099276
4.97,21.36766897
4.98,21.44440617
4.99,21.52120437
5.00,21.59806358
5.01,21.67498378
5.02,21.75196499
5.03,21.8290072
5.04,21.9061104
5.05,21.98327461
5.06,22.06049982
5.07,22.13778603
5.08,22.21513324
5.09,22.29254145
5.10,22.37001067
5.11,22.44754088
5.12,22.52513209
5.13,22.60278431
5.14,22.68049752
5.15,22.75827174
5.16,22.83610696
5.17,22.91400317
5.18,22.99196039
5.19,23.06997861
5.20,23.14805783
5.21,23.22619805
5.22,23.30439928
5.23,23.3826615
5.24,23.46098472
5.25,23.53936895
5.26,23.61781417
5.27,23.6963204
5.28,23.77488762
5.29,23.85351585
5.30,23.93220508
5.31,24.01095531
5.32,24.08976654
5.33,24.16863877
5.34,24.247572
5.35,24.32656623
5.36,24.40562146
5.37,24.4847377
5.38,24.56391493
5.39,24.64315317
5.40,24.7224524
5.41,24.80181264
5.42,24.88123388
5.43,24.96071611
5.44,25.04025935
5.45,25.11986359
5.46,25.19952883
5.47,25.27925508
5.48,25.35904232
5.49,25.43889056
5.50,25.5187998
5.51,25.59877005
5.52,25.67880129
5.53,25.75889354
5.54,25.83904679
5.55,25.91926103
5.56,25.99953628
5.57,26.07987253
5.58,26.16026978
5.59,26.24072803
5.60,26.32124729
5.61,26.40182754
5.62,26.48246879
5.63,26.56317104
5.64,26.6439343
5.65,26.72475856
5.66,26.80564381
5.67,26.88659007
5.68,26.96759733
5.69,27.04866559
5.70,27.12979484
5.71,27.2109851
5.72,27.29223637
5.73,27.37354863
5.74,27.45492189
5.75,27.53635615
5.76,27.61785142
5.77,27.69940768
5.78,27.78102495
5.79,27.86270321
5.80,27.94444248
5.81,28.02624275
5.82,28.10810402
5.83,28.19002629
5.84,28.27200956
5.85,28.35405383
5.86,28.4361591
5.87,28.51832538
5.88,28.60055265
5.89,28.68284092
5.90,28.7651902
5.91,28.84760047
5.92,28.93007175
5.93,29.01260403
5.94,29.09519731
5.95,29.17785159
5.96,29.26056687
5.97,29.34334315
5.98,29.42618043
5.99,29.50907871
6.00,29.59203799
6.01,29.67505828
6.02,29.75813956
6.03,29.84128185
6.04,29.92448513
6.05,30.00774942
6.06,30.09107471
6.07,30.174461
6.08,30.25790829
6.09,30.34141658
6.10,30.42498587
6.11,30.50861616
6.12,30.59230745
6.13,30.67605974
6.14,30.75987304
6.15,30.84374733
6.16,30.92768263
6.17,31.01167892
6.18,31.09573622
6.19,31.17985452
6.20,31.26403382
6.21,31.34827412
6.22,31.43257542
6.23,31.51693772
6.24,31.60136102
6.25,31.68584532
6.26,31.77039063
6.27,31.85499693
6.28,31.93966424
6.29,32.02439254
6.30,32.10918185
6.31,32.19403216
6.32,32.27894346
6.33,32.36391577
6.34,32.44894908
6.35,32.53404339
6.36,32.6191987
6.37,32.70441502
6.38,32.78969233
6.39,32.87503064
6.40,32.96042996
6.41,33.04589027
6.42,33.13141159
6.43,33.2169939
6.44,33.30263722
6.45,33.38834154
6.46,33.47410686
6.47,33.55993318
6.48,33.6458205
6.49,33.73176882
6.50,33.81777814
6.51,33.90384847
6.52,33.98997979
6.53,34.07617212
6.54,34.16242544
6.55,34.24873977
6.56,34.33511509
6.57,34.42155142
6.58,34.50804875
6.59,34.59460708
6.60,34.68122641
6.61,34.76790674
6.62,34.85464807
6.63,34.9414504
6.64,35.02831374
6.65,35.11523807
6.66,35.20222341
6.67,35.28926974
6.68,35.37637708
6.69,35.46354542
6.70,35.55077475
6.71,35.63806509
6.72,35.72541643
6.73,35.81282877
6.74,35.90030211
6.75,35.98783645
6.76,36.0754318
6.77,36.16308814
6.78,36.25080548
6.79,36.33858383
6.80,36.42642318
6.81,36.51432352
6.82,36.60228487
6.83,36.69030722
6.84,36.77839057
6.85,36.86653492
6.86,36.95474027
6.87,37.04300662
6.88,37.13133397
6.89,37.21972232
6.90,37.30817168
6.91,37.39668203
6.92,37.48525339
6.93,37.57388574
6.94,37.6625791
6.95,37.75133346
6.96,37.84014881
6.97,37.92902517
6.98,38.01796253
6.99,38.10696089
7.00,38.19602026
7.01,38.28514062
7.02,38.37432198
7.03,38.46356434
7.04,38.55286771
7.05,38.64223207
7.06,38.73165744
7.07,38.82114381
7.08,38.91069118
7.09,39.00029954
7.10,39.08996891
7.11,39.17969928
7.12,39.26949065
7.13,39.35934303
7.14,39.4492564
7.15,39.53923077
7.16,39.62926615
7.17,39.71936252
7.18,39.8095199
7.19,39.89973827
7.20,39.99001765
7.21,40.08035803
7.22,40.17075941
7.23,40.26122179
7.24,40.35174517
7.25,40.44232955
7.26,40.53297493
7.27,40.62368131
7.28,40.7144487
7.29,40.80527708
7.30,40.89616646
7.31,40.98711685
7.32,41.07812824
7.33,41.16920062
7.34,41.26033401
7.35,41.3515284
7.36,41.44278379
7.37,41.53410018
7.38,41.62547757
7.39,41.71691596
7.40,41.80841536
7.41,41.89997575
7.42,41.99159715
7.43,42.08327954
7.44,42.17502294
7.45,42.26682733
7.46,42.35869273
7.47,42.45061913
7.48,42.54260653
7.49,42.63465493
7.50,42.72676433
7.51,42.81893473
7.52,42.91116613
7.53,43.00345854
7.54,43.09581194
7.55,43.18822634
7.56,43.28070175
7.57,43.37323816
7.58,43.46583556
7.59,43.55849397
7.60,43.65121338
7.61,43.74399379
7.62,43.8368352
7.63,43.92973761
7.64,44.02270102
7.65,44.11572543
7.66,44.20881085
7.67,44.30195726
7.68,44.39516468
7.69,44.48843309
7.70,44.58176251
7.71,44.67515292
7.72,44.76860434
7.73,44.86211676
7.74,44.95569018
7.75,45.0493246
7.76,45.14302002
7.77,45.23677644
7.78,45.33059387
7.79,45.42447229
7.80,45.51841171
7.81,45.61241214
7.82,45.70647357
7.83,45.80059599
7.84,45.89477942
7.85,45.98902385
7.86,46.08332928
7.87,46.17769571
7.88,46.27212314
7.89,46.36661157
7.90,46.461161
7.91,46.55577143
7.92,46.65044287
7.93,46.7451753
7.94,46.83996874
7.95,46.93482317
7.96,47.02973861
7.97,47.12471505
7.98,47.21975249
7.99,47.31485092
8.00,47.41001036
8.01,47.5052308
8.02,47.60051225
8.03,47.69585469
8.04,47.79125813
8.05,47.88672258
8.06,47.98224802
8.07,48.07783447
8.08,48.17348191
8.09,48.26919036
8.10,48.36495981
8.11,48.46079026
8.12,48.5566817
8.13,48.65263415
8.14,48.74864761
8.15,48.84472206
8.16,48.94085751
8.17,49.03705396
8.18,49.13331142
8.19,49.22962987
8.20,49.32600933
8.21,49.42244978
8.22,49.51895124
8.23,49.6155137
8.24,49.71213716
8.25,49.80882162
8.26,49.90556708
8.27,50.00237354
8.28,50.099241
8.29,50.19616946
8.30,50.29315893
8.31,50.39020939
8.32,50.48732086
8.33,50.58449332
8.34,50.68172679
8.35,50.77902126
8.36,50.87637672
8.37,50.97379319
8.38,51.07127066
8.39,51.16880913
8.40,51.2664086
8.41,51.36406908
8.42,51.46179055
8.43,51.55957302
8.44,51.6574165
8.45,51.75532097
8.46,51.85328645
8.47,51.95131293
8.48,52.0494004
8.49,52.14754888
8.50,52.24575836
8.51,52.34402884
8.52,52.44236032
8.53,52.5407528
8.54,52.63920629
8.55,52.73772077
8.56,52.83629625
8.57,52.93493274
8.58,53.03363022
8.59,53.13238871
8.60,53.2312082
8.61,53.33008868
8.62,53.42903017
8.63,53.52803266
8.64,53.62709615
8.65,53.72622064
8.66,53.82540613
8.67,53.92465263
8.68,54.02396012
8.69,54.12332861
8.70,54.22275811
8.71,54.3222486
8.72,54.4218001
8.73,54.5214126
8.74,54.6210861
8.75,54.72082059
8.76,54.82061609
8.77,54.92047259
8.78,55.0203901
8.79,55.1203686
8.80,55.2204081
8.81,55.3205086
8.82,55.42067011
8.83,55.52089261
8.84,55.62117612
8.85,55.72152063
8.86,55.82192613
8.87,55.92239264
8.88,56.02292015
8.89,56.12350866
8.90,56.22415817
8.91,56.32486868
8.92,56.42564019
8.93,56.52647271
8.94,56.62736622
8.95,56.72832073
8.96,56.82933625
8.97,56.93041277
8.98,57.03155028
8.99,57.1327488
9.00,57.23400832
9.01,57.33532884
9.02,57.43671036
9.03,57.53815288
9.04,57.6396564
9.05,57.74122092
9.06,57.84284645
9.07,57.94453297
9.08,58.04628049
9.09,58.14808902
9.10,58.24995855
9.11,58.35188907
9.12,58.4538806
9.13,58.55593313
9.14,58.65804666
9.15,58.76022119
9.16,58.86245672
9.17,58.96475325
9.18,59.06711078
9.19,59.16952932
9.20,59.27200885
9.21,59.37454939
9.22,59.47715092
9.23,59.57981346
9.24,59.682537
9.25,59.78532153
9.26,59.88816707
9.27,59.99107361
9.28,60.09404115
9.29,60.19706969
9.30,60.30015923
9.31,60.40330978
9.32,60.50652132
9.33,60.60979387
9.34,60.71312741
9.35,60.81652196
9.36,60.9199775
9.37,61.02349405
9.38,61.1270716
9.39,61.23071015
9.40,61.3344097
9.41,61.43817025
9.42,61.5419918
9.43,61.64587435
9.44,61.7498179
9.45,61.85382246
9.46,61.95788801
9.47,62.06201457
9.48,62.16620212
9.49,62.27045068
9.50,62.37476024
9.51,62.4791308
9.52,62.58356236
9.53,62.68805492
9.54,62.79260848
9.55,62.89722304
9.56,63.0018986
9.57,63.10663516
9.58,63.21143273
9.59,63.31629129
9.60,63.42121086
9.61,63.52619142
9.62,63.63123299
9.63,63.73633556
9.64,63.84149913
9.65,63.9467237
9.66,64.05200927
9.67,64.15735584
9.68,64.26276341
9.69,64.36823198
9.70,64.47376155
9.71,64.57935213
9.72,64.6850037
9.73,64.79071628
9.74,64.89648986
9.75,65.00232443
9.76,65.10822001
9.77,65.21417659
9.78,65.32019417
9.79,65.42627275
9.80,65.53241233
9.81,65.63861291
9.82,65.7448745
9.83,65.85119708
9.84,65.95758066
9.85,66.06402525
9.86,66.17053083
9.87,66.27709742
9.88,66.38372501
9.89,66.4904136
9.90,66.59716319
9.91,66.70397378
9.92,66.81084537
9.93,66.91777796
9.94,67.02477155
9.95,67.13182614
9.96,67.23894174
9.97,67.34611833
9.98,67.45335593
9.99,67.56065452
10.00,67.66801412
10.01,67.77543472
10.02,67.88291631
10.03,67.99045891
10.04,68.09806251
10.05,68.20572711
10.06,68.31345272
10.07,68.42123932
10.08,68.52908692
10.09,68.63699553
10.10,68.74496513
10.11,68.85299574
10.12,68.96108734
10.13,69.06923995
10.14,69.17745356
10.15,69.28572817
10.16,69.39406378
10.17,69.50246039
10.18,69.610918
10.19,69.71943661
10.20,69.82801622
10.21,69.93665683
10.22,70.04535845
10.23,70.15412106
10.24,70.26294468
10.25,70.37182929
10.26,70.48077491
10.27,70.58978153
10.28,70.69884915
10.29,70.80797777
10.30,70.91716739
10.31,71.02641801
10.32,71.13572963
10.33,71.24510225
10.34,71.35453588
10.35,71.4640305
10.36,71.57358613
10.37,71.68320275
10.38,71.79288038
10.39,71.90261901
10.40,72.01241864
10.41,72.12227926
10.42,72.23220089
10.43,72.34218353
10.44,72.45222716
10.45,72.56233179
10.46,72.67249742
10.47,72.78272406
10.48,72.89301169
10.49,73.00336033
10.50,73.11376996
10.51,73.2242406
10.52,73.33477224
10.53,73.44536487
10.54,73.55601851
10.55,73.66673315
10.56,73.77750879
10.57,73.88834544
10.58,73.99924308
10.59,74.11020172
10.60,74.22122137
10.61,74.33230201
10.62,74.44344366
10.63,74.5546463
10.64,74.66590995
10.65,74.7772346
10.66,74.88862025
10.67,75.00006689
10.68,75.11157454
10.69,75.2231432
10.70,75.33477285
10.71,75.4464635
10.72,75.55821515
10.73,75.67002781
10.74,75.78190146
10.75,75.89383612
10.76,76.00583177
10.77,76.11788843
10.78,76.23000609
10.79,76.34218475
10.80,76.45442441
10.81,76.56672507
10.82,76.67908673
10.83,76.79150939
10.84,76.90399305
10.85,77.01653772
10.86,77.12914338
10.87,77.24181005
10.88,77.35453771
10.89,77.46732638
10.90,77.58017605
10.91,77.69308672
10.92,77.80605838
10.93,77.91909105
10.94,78.03218473
10.95,78.1453394
10.96,78.25855507
10.97,78.37183174
10.98,78.48516942
10.99,78.59856809
11.00,78.71202777
11.01,78.82554844
11.02,78.93913012
11.03,79.0527728
11.04,79.16647647
11.05,79.28024115
11.06,79.39406683
11.07,79.50795351
11.08,79.6219012
11.09,79.73590988
11.10,79.84997956
11.11,79.96411025
11.12,80.07830193
11.13,80.19255462
11.14,80.3068683
11.15,80.42124299
11.16,80.53567868
11.17,80.65017537
11.18,80.76473305
11.19,80.87935175
11.20,80.99403144
11.21,81.10877213
11.22,81.22357382
11.23,81.33843651
11.24,81.45336021
11.25,81.5683449
11.26,81.6833906
11.27,81.79849729
11.28,81.91366499
11.29,82.02889369
11.30,82.14418339
11.31,82.25953409
11.32,82.37494579
11.33,82.49041849
11.34,82.60595219
11.35,82.7215469
11.36,82.8372026
11.37,82.9529193
11.38,83.06869701
11.39,83.18453571
11.40,83.30043542
11.41,83.41639613
11.42,83.53241784
11.43,83.64850055
11.44,83.76464426
11.45,83.88084897
11.46,83.99711468
11.47,84.11344139
11.48,84.2298291
11.49,84.34627782
11.50,84.46278753
11.51,84.57935825
11.52,84.69598996
11.53,84.81268268
11.54,84.9294364
11.55,85.04625112
11.56,85.16312683
11.57,85.28006355
11.58,85.39706128
11.59,85.51412
11.60,85.63123972
11.61,85.74842044
11.62,85.86566217
11.63,85.98296489
11.64,86.10032862
11.65,86.21775334
11.66,86.33523907
11.67,86.4527858
11.68,86.57039353
11.69,86.68806226
11.70,86.80579199
11.71,86.92358272
11.72,87.04143445
11.73,87.15934718
11.74,87.27732091
11.75,87.39535565
11.76,87.51345138
11.77,87.63160812
11.78,87.74982586
11.79,87.86810459
11.80,87.98644433
11.81,88.10484507
11.82,88.22330681
11.83,88.34182955
11.84,88.46041329
11.85,88.57905803
11.86,88.69776378
11.87,88.81653052
11.88,88.93535826
11.89,89.05424701
11.90,89.17319676
11.91,89.2922075
11.92,89.41127925
11.93,89.530412
11.94,89.64960575
11.95,89.7688605
11.96,89.88817625
11.97,90.007553
11.98,90.12699075
11.99,90.2464895
12.00,90.36604926
12.01,90.48567001
12.02,90.60535177
12.03,90.72509452
12.04,90.84489828
12.05,90.96476304
12.06,91.0846888
12.07,91.20467556
12.08,91.32472332
12.09,91.44483208
12.10,91.56500184
12.11,91.6852326
12.12,91.80552436
12.13,91.92587713
12.14,92.04629089
12.15,92.16676566
12.16,92.28730142
12.17,92.40789819
12.18,92.52855596
12.19,92.64927473
12.20,92.7700545
12.21,92.89089527
12.22,93.01179704
12.23,93.13275981
12.24,93.25378358
12.25,93.37486836
12.26,93.49601413
12.27,93.61722091
12.28,93.73848868
12.29,93.85981746
12.30,93.98120724
12.31,94.10265801
12.32,94.22416979
12.33,94.34574257
12.34,94.46737635
12.35,94.58907113
12.36,94.71082692
12.37,94.8326437
12.38,94.95452148
12.39,95.07646027
12.40,95.19846005
12.41,95.32052084
12.42,95.44264262
12.43,95.56482541
12.44,95.6870692
12.45,95.80937399
12.46,95.93173978
12.47,96.05416657
12.48,96.17665436
12.49,96.29920315
12.50,96.42181295
12.51,96.54448374
12.52,96.66721553
12.53,96.79000833
12.54,96.91286213
12.55,97.03577692
12.56,97.15875272
12.57,97.28178952
12.58,97.40488732
12.59,97.52804612
12.60,97.65126592
12.61,97.77454672
12.62,97.89788852
12.63,98.02129133
12.64,98.14475513
12.65,98.26827994
12.66,98.39186574
12.67,98.51551255
12.68,98.63922035
12.69,98.76298916
12.70,98.88681897
12.71,99.01070978
12.72,99.13466159
12.73,99.2586744
12.74,99.38274821
12.75,99.50688303
12.76,99.63107884
12.77,99.75533565
12.78,99.87965347
12.79,100.0040323
12.80,100.1284721
12.81,100.2529729
12.82,100.3775347
12.83,100.5021576
12.84,100.6268414
12.85,100.7515862
12.86,100.876392
12.87,101.0012588
12.88,101.1261867
12.89,101.2511755
12.90,101.3762253
12.91,101.5013361
12.92,101.626508
12.93,101.7517408
12.94,101.8770346
12.95,102.0023894
12.96,102.1278053
12.97,102.2532821
12.98,102.3788199
12.99,102.5044188
13.00,102.6300786
13.01,102.7557994
13.02,102.8815813
13.03,103.0074241
13.04,103.1333279
13.05,103.2592928
13.06,103.3853186
13.07,103.5114054
13.08,103.6375533
13.09,103.7637621
13.10,103.890032
13.11,104.0163628
13.12,104.1427546
13.13,104.2692075
13.14,104.3957213
13.15,104.5222962
13.16,104.648932
13.17,104.7756289
13.18,104.9023867
13.19,105.0292056
13.20,105.1560854
13.21,105.2830263
13.22,105.4100281
13.23,105.537091
13.24,105.6642148
13.25,105.7913997
13.26,105.9186455
13.27,106.0459524
13.28,106.1733202
13.29,106.3007491
13.30,106.4282389
13.31,106.5557898
13.32,106.6834016
13.33,106.8110745
13.34,106.9388084
13.35,107.0666032
13.36,107.1944591
13.37,107.3223759
13.38,107.4503538
13.39,107.5783927
13.40,107.7064925
13.41,107.8346534
13.42,107.9628753
13.43,108.0911581
13.44,108.219502
13.45,108.3479069
13.46,108.4763727
13.47,108.6048996
13.48,108.7334875
13.49,108.8621363
13.50,108.9908462
13.51,109.1196171
13.52,109.248449
13.53,109.3773418
13.54,109.5062957
13.55,109.6353106
13.56,109.7643865
13.57,109.8935233
13.58,110.0227212
13.59,110.1519801
13.60,110.2813
13.61,110.4106808
13.62,110.5401227
13.63,110.6696256
13.64,110.7991895
13.65,110.9288144
13.66,111.0585003
13.67,111.1882471
13.68,111.318055
13.69,111.4479239
13.70,111.5778538
13.71,111.7078447
13.72,111.8378966
13.73,111.9680095
13.74,112.0981834
13.75,112.2284182
13.76,112.3587141
13.77,112.489071
13.78,112.6194889
13.79,112.7499678
13.80,112.8805077
13.81,113.0111086
13.82,113.1417705
13.83,113.2724934
13.84,113.4032773
13.85,113.5341222
13.86,113.6650281
13.87,113.795995
13.88,113.9270229
13.89,114.0581118
13.90,114.1892617
13.91,114.3204726
13.92,114.4517445
13.93,114.5830774
13.94,114.7144713
13.95,114.8459262
13.96,114.9774421
13.97,115.1090191
13.98,115.240657
13.99,115.3723559
14.00,115.5041158
14.01,115.6359367
14.02,115.7678186
14.03,115.8997615
14.04,116.0317654
14.05,116.1638303
14.06,116.2959563
14.07,116.4281432
14.08,116.5603911
14.09,116.6927
14.10,116.8250699
14.11,116.9575008
14.12,117.0899928
14.13,117.2225457
14.14,117.3551596
14.15,117.4878345
14.16,117.6205705
14.17,117.7533674
14.18,117.8862253
14.19,118.0191442
14.20,118.1521242
14.21,118.2851651
14.22,118.418267
14.23,118.5514299
14.24,118.6846539
14.25,118.8179388
14.26,118.9512847
14.27,119.0846917
14.28,119.2181596
14.29,119.3516885
14.30,119.4852785
14.31,119.6189294
14.32,119.7526413
14.33,119.8864143
14.34,120.0202482
14.35,120.1541431
14.36,120.2880991
14.37,120.422116
14.38,120.556194
14.39,120.6903329
14.40,120.8245329
14.41,120.9587938
14.42,121.0931157
14.43,121.2274987
14.44,121.3619426
14.45,121.4964476
14.46,121.6310135
14.47,121.7656405
14.48,121.9003284
14.49,122.0350774
14.50,122.1698873
14.51,122.3047583
14.52,122.4396902
14.53,122.5746832
14.54,122.7097371
14.55,122.8448521
14.56,122.980028
14.57,123.115265
14.58,123.2505629
14.59,123.3859219
14.60,123.5213419
14.61,123.6568228
14.62,123.7923648
14.63,123.9279677
14.64,124.0636317
14.65,124.1993567
14.66,124.3351426
14.67,124.4709896
14.68,124.6068975
14.69,124.7428665
14.70,124.8788965
14.71,125.0149874
14.72,125.1511394
14.73,125.2873524
14.74,125.4236263
14.75,125.5599613
14.76,125.6963573
14.77,125.8328143
14.78,125.9693322
14.79,126.1059112
14.80,126.2425512
14.81,126.3792522
14.82,126.5160141
14.83,126.6528371
14.84,126.7897211
14.85,126.9266661
14.86,127.063672
14.87,127.200739
14.88,127.337867
14.89,127.475056
14.90,127.612306
14.91,127.7496169
14.92,127.8869889
14.93,128.0244219
14.94,128.1619159
14.95,128.2994709
14.96,128.4370869
14.97,128.5747638
14.98,128.7125018
14.99,128.8503008
15.00,128.9881608
15.01,129.1260818
15.02,129.2640638
15.03,129.4021068
15.04,129.5402108
15.05,129.6783758
15.06,129.8166018
15.07,129.9548888
15.08,130.0932368
15.09,130.2316457
15.10,130.3701157
15.11,130.5086467
15.12,130.6472387
15.13,130.7858917
15.14,130.9246057
15.15,131.0633807
15.16,131.2022167
15.17,131.3411137
15.18,131.4800717
15.19,131.6190908
15.20,131.7581708
15.21,131.8973118
15.22,132.0365138
15.23,132.1757768
15.24,132.3151008
15.25,132.4544858
15.26,132.5939318
15.27,132.7334388
15.28,132.8730068
15.29,133.0126358
15.30,133.1523258
15.31,133.2920769
15.32,133.4318889
15.33,133.5717619
15.34,133.7116959
15.35,133.8516909
15.36,133.9917469
15.37,134.131864
15.38,134.272042
15.39,134.412281
15.40,134.552581
15.41,134.692942
15.42,134.8333641
15.43,134.9738471
15.44,135.1143911
15.45,135.2549961
15.46,135.3956622
15.47,135.5363892
15.48,135.6771772
15.49,135.8180262
15.50,135.9589363
15.51,136.0999073
15.52,136.2409393
15.53,136.3820324
15.54,136.5231864
15.55,136.6644014
15.56,136.8056775
15.57,136.9470145
15.58,137.0884125
15.59,137.2298716
15.60,137.3713916
15.61,137.5129726
15.62,137.6546147
15.63,137.7963177
15.64,137.9380817
15.65,138.0799068
15.66,138.2217928
15.67,138.3637399
15.68,138.5057479
15.69,138.647817
15.70,138.789947
15.71,138.932138
15.72,139.0743901
15.73,139.2167031
15.74,139.3590772
15.75,139.5015122
15.76,139.6440083
15.77,139.7865653
15.78,139.9291834
